@relation 'training-set-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C4-L1-weka.filters.unsupervised.attribute.Remove-R3,4'

@attribute id numeric
@attribute cleaned_tweets string
@attribute subtask_c {IND,GRP,OTH}

@data
66578,'yup destroy hard working ppl small businesses evil pretty face ppl falling',IND
35726,'rat said antifa black organization',GRP
91440,'tell simply rudeand racist mother',IND
98976,'alumni standing christineblaseykavanaugh even know none witnesses stories democrats amp liberals destroy america confirmkavanaughnow',GRP
93601,'sure organization also respect two way street law enforcement job protect serve citizens like miss part',IND
81967,'cali already strict gun control laws county blame indiana',OTH
78008,'nobody kill beat cheap tectics become popular lgbt tikoo follow sunny leone also popular india world best luck hope see ur videos together sri krisna definetly make ur next video popular fun',GRP
80399,'wayne say trying drake shit gotta decent least',IND
90654,'proven lies',GRP
55766,'could fund entire school incl teachers salaries teach curriculum indoctrinating generations youth however sees fit gas tank e rn',IND
39471,'investigation son antifa terrorist going',IND
84281,'agree pray big dumb mike keel heart attack looks ripe',IND
54306,'hillary social studies curriculum curriculum nothing shocked curriculum happy see glad nowhere near',IND
50560,'educated twat speed crap read obviously',IND
32416,'shut man useless',IND
44825,'found gun control mass murder schools theatres oct anyone done joke yet',GRP
50605,'really let go going get confirmed continue kill babies gun violence continue despite gun control',IND
81733,'guess got bil money stole fanniemae sat balance slush fund see fanniegate thursdaythoughts releasethetexts noredactions obamagate obamaknew drainthedeepstate maga',GRP
32322,'another twitter asshole muted',IND
90490,'support stand ground arming teachers gun control idaho believes gun rights zero chance',IND
38878,'liberals problem lying',OTH
16833,'another fucking pittsburgh nazi philly antifa naming names glorious',GRP
35133,'funny labeled sensitive media yet people post porn twitter time unfiltered',GRP
65372,'shat pants faced antifa',OTH
81553,'gun control measures fast furious directed ffl dealers violate law allow straw purchases knowingly allowed firearms sold criminal organizations',GRP
76643,'remember much making fun conservatives thinking puppets gay people upset gay pbs needs put documentary teaching people puppets made',GRP
29157,'dont know antifa pretty dumb',IND
38181,'mad bc hot fuck',IND
81472,'never pants forever throwing people eyebrow pinched nose ass',IND
14424,'conservatives republicans traitors america',GRP
23522,'almost almost bad obama',IND
20506,'think trumper supporters hide support trump take life hands go w trump maga hat never like america remember could political beliefs still civil amp cordial upsetting',IND
49479,'could kiss ass complete disgrace senator votehimout voteblue votethemout blackmail',IND
80858,'uses rehab place escape trouble makes jokes situation jail assaulting police officer threatening kill classless leave boring carole',IND
99581,'think afraid pigs colour',OTH
23969,'girl lied upbringing every time opens mouth shows foolish yet still superstar left',IND
43949,'rates claim safe act nation toughest gun control law mostly false',OTH
50878,asshole,IND
57128,'guy even white romanian gypsy',IND
27002,'better worse darling brat antifa bashing people head love see mug shots look like meth heads',IND
17890,'flake perfect name weirdo',IND
94541,'also shitbiscuit stole tempe girls u blame',IND
98345,'darcy dorsey sure anyone expecting balanced platform owner satanist',IND
53785,'phooey stepping forward helping wield crude sharp axe uk poor vulnerable total hypocrite fraud stupid affected style hat',GRP
85147,'point clearly ignorant nature sexual assault',IND
72727,'fruits comes mouth liar deceiver definitely catholic likes form church image',IND
52548,'well iwas cool girl like shit popping scared little shit popped',IND
19906,'tweets show demented liberals become zero credibility',GRP
76436,'lazy slouches waits defender come bum',IND
26109,'old ass',IND
31793,'even wear shit buy move away',IND
81372,'would make equivalent antifa march started violence first place',IND
55896,'tell us blue npr knows kid zero experience railroaded shit mueller help actual cia spy halper',IND
92582,'beware rightist false flags like narrative ok sign white nationalist dog whistle theresistance resist bashthefash antifa smashfascism',OTH
61381,'go mike way sarah best lair',IND
94644,'want go jail lying senate committee crime committed amp leftest activist trying stall confirmation nutty professor believe closet antifa member pd soros',IND
70372,'drunk driver wrecked injured person fled scene crime hit run fit right leftists socialists antifa democrats',OTH
57823,'evidently care study flawed start parrot misleading info everytown amp leftist gun control addicts sites',IND
29563,'fuck youre gorgeous im actually sobbing',IND
36697,'one could say one coward could probably end charade continues sabotage country silence plus sad facelifted former soft porn model',IND
23667,'must cash prize something whoever comes first conservatives pounce take',IND
31757,'pledging million support nonprofits youth activists working end gun violence also partnering michael bloomberg help create coalition business leaders support gun control measures',IND
26277,'crap tho',IND
75502,'disgusting liberals shame',GRP
22202,'crazy ss detail making sure crazy liberal gun show',IND
68621,'maybe kavanaugh withdraw spare country tinderbox hearing ttt afraid going court gop going expand majorities pissing red ant hill',IND
96871,'yeah sucks honestly plan coming back variety rather fortnite opportunities nice start esport another game approve fortnite esport',IND
30411,'black hobag',GRP
79939,'gunna fucking die oh god',IND
87045,'twitter banning lot conservatives anyone speaks dems liberals closer elections',GRP
94241,'evil godless man',IND
48939,'except consumers people want nhs privatised want public hands essential public service capitalist market think everyone country stupid',GRP
53458,'shit gon keep crib lol fuck',IND
96697,'people chicago hell gun control works town',OTH
47962,'good crook',IND
45788,'well bb wins super overhyped media mouth piece imbecild',IND
37252,'antifa terrorist organization',OTH
85538,'remember clothes clothes house got songs playing exact date nothing weaponizing false accusations ulterior motives fiberals defend antifa terrorists nothing',IND
15823,'bet sayin wat daddy says start baby',IND
23507,'democrats care crap furthers mission destroy conservatives',OTH
77343,'bet england doomed liberals everywhere destroying lives collaborating muslims royal family bloodline mixes muslims going way back think accident read',GRP
81230,'many car windows smash today wearing pussy hat anti american antifa fucktards pathetic waste life slap ballot box',IND
65143,'disgusting people take country one day lefties liberals upset forced wear burka imagine worst mistake ever letting people freely appreciate',GRP
59746,'liberals smart',OTH
64496,'dishonored zone balance dangerously high edges shitty ghetto overrun rats bloodflies',GRP
15694,'special kind antifa learns correct spelling tomorrow ffs proper shitting',IND
54753,'westminster tories brexiteers outoftheeu think annasourpuss best uk without doubt leave noeudeal amp get forging trade deals amp say eu fuckeu',OTH
24918,fuckass,IND
77843,'resign done nothing check el presidente part swamp hold nebraska values resign',IND
16882,'fake news liberal dem',OTH
70473,traitor,IND
73201,'immature mention class even dime',IND
88054,'seeing liberals sleazballs walkingaway',GRP
90696,'one sucks bc hit miss',OTH
18102,'democrats order mangina shut listening keeps going little mind loyal uncle soros sister married family',GRP
48823,'flat clown bottom line america back sellout country look mirror year old',IND
10653,'figures douche would',IND
31714,'villifying literally hour rant imaginary bolsheviks women stop complaining think true wrong well got news buddy means shitty',IND
