@relation 'training-set-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L1-weka.filters.unsupervised.attribute.Remove-R3,5'

@attribute id numeric
@attribute cleaned_tweets string
@attribute subtask_b {UNT,TIN}

@data
15222,'lies keep hearing everyday sigh inhales im tired putting ppl dont see beautiful bestfriend problem beautiful ive seen place tell beautiful accept nothing less',UNT
94425,'believe erick erickson exists believe democrat pr firm creating republican persona say idiotic things discredit conservatives',TIN
86725,'know really care rich dude probably hates president country',TIN
26435,'teach grown sons theres winners losers see serena temper tantrums democrat lol',TIN
24282,'shooting usa common one talking gun control',TIN
36206,'please stop making easy right wing conservatards mock us left nothelping',TIN
10057,'team even know ass',TIN
70336,'suggest using handcuffs remove',TIN
11650,'obama wall keep terrorists away obama gun control prevent killings criminals terrorists walkaway',TIN
54987,'republicans conservatives disgusting people',TIN
30811,'antifa bs average americans see news repulsed antics',TIN
62929,'talking idiot liberals mental disorder book liberal mind psychological causes political madness dr rossiter exposes ideology motivating liberals actually mental disorder read',TIN
20490,'gt comments negative slamming chris hayes promoting vote suppression via michael love rapist amp putin puppet assange moore amp latest kill dems movie town hall women repro rights amp gun control eve kavanaugh vote instead',TIN
23902,'first time expressed dismissive attitude toward public outcry votes people factor vote ass office years think toast',TIN
95606,'oh fuck tmi queen things controls conversation subtly god help comment habits decisions swear god',TIN
53591,'liberals got crap everything',TIN
69593,'dint pay attention yet say anything interest meme jerk',TIN
65922,'liberals old playbook old yawn',TIN
91693,'lie congress us lie maga',TIN
88954,'never nigga',TIN
51153,'glad know anyone like miscreant pitiful bunch',TIN
53994,'left party relativizing playing communist crimes',TIN
67261,'lol trump fine people sides antifa punches nazis want punched nazis oh whaooaaaaa crazy otoh nazis literally murdering folks trying bomb shit soooo yeah right wing dupe sorry case',TIN
21146,'embraced antifa career killer',TIN
94737,'thats saying read tweet never said sir putting words mouth liberals really assholes cant civil discussion',TIN
16774,'experience problem like think suffering anti pernickety bastard disorder',TIN
37906,'jerry lewis ripoff needs go away already guy good acting like fool fool',TIN
43540,'fuckoff knew im scared',TIN
18626,'needs removed position children abused covering',TIN
25418,'nope teaching give shit liberals ca think',TIN
63476,'implying agent devil fully agree',TIN
38235,'sexy perverse woman',TIN
55806,'mocking self professed populists claim speak people stand norms rights labelled latte drinking elitists',TIN
87342,'shocked gun addict also alleged pervert nra molonlabe gunsense momsdemand maga wednesdaywisdom',TIN
82687,'awaken many women country asinine top stupidity liberals today',TIN
24454,'think liked better conservatives pretended rape bad claiming rape gets better time',TIN
25338,'blowing dirt misery millions',TIN
80515,'gun control guns liberal idiot',TIN
77105,'fake national emergency created conservatives nwo bullshit',TIN
10719,'need marijuana lobby bribe gop like big pharma otherwise screwed good america means nothing see gun control',TIN
54273,'favourite part watching conservatives lose minds usual democrats mean us boo hoo lol',UNT
83844,'one open think sitting waiting get hit lol pick called back kyle said one receiver ran wrong route route need pick matt open ers need get head asses',TIN
25944,'denouncing democrats amp antifa thugs done amp done',TIN
74862,'saw dont think thats tattoo looks like fuckin fashion fabric string shit idk might ass looks exactly like ha',UNT
64322,'chicago stop gun violence seems democrats claim stop show us one worst gun violence cities controlled democrats nations see works make model successful gun control policies',TIN
15618,'american liberals eat young maintain power everyone racist rapist fascist keep everyone addicted social programs teach fend keep addicted government let think dems keep black n hispanics chained',TIN
31240,'judge roy moore masterbate story maga',TIN
83966,'messi goalkeeping goat',TIN
47741,'well people dregs society president supporters least try stage coup etat qanons greatawakeningworldwide joebiden maga',TIN
29634,'justsayin majority thinking fakeoutrage amp lies lunaticleft never seen many sore losers throwing temper tantrums almost years embarrassing maga',TIN
66578,'yup destroy hard working ppl small businesses evil pretty face ppl falling',TIN
35726,'rat said antifa black organization',TIN
91440,'tell simply rudeand racist mother',TIN
98976,'alumni standing christineblaseykavanaugh even know none witnesses stories democrats amp liberals destroy america confirmkavanaughnow',TIN
93601,'sure organization also respect two way street law enforcement job protect serve citizens like miss part',TIN
81967,'cali already strict gun control laws county blame indiana',TIN
78008,'nobody kill beat cheap tectics become popular lgbt tikoo follow sunny leone also popular india world best luck hope see ur videos together sri krisna definetly make ur next video popular fun',TIN
80399,'wayne say trying drake shit gotta decent least',TIN
90654,'proven lies',TIN
55766,'could fund entire school incl teachers salaries teach curriculum indoctrinating generations youth however sees fit gas tank e rn',TIN
39471,'investigation son antifa terrorist going',TIN
84281,'agree pray big dumb mike keel heart attack looks ripe',TIN
54306,'hillary social studies curriculum curriculum nothing shocked curriculum happy see glad nowhere near',TIN
50560,'educated twat speed crap read obviously',TIN
32416,'shut man useless',TIN
44825,'found gun control mass murder schools theatres oct anyone done joke yet',TIN
50605,'really let go going get confirmed continue kill babies gun violence continue despite gun control',TIN
81733,'guess got bil money stole fanniemae sat balance slush fund see fanniegate thursdaythoughts releasethetexts noredactions obamagate obamaknew drainthedeepstate maga',TIN
32322,'another twitter asshole muted',TIN
90490,'support stand ground arming teachers gun control idaho believes gun rights zero chance',TIN
38878,'liberals problem lying',TIN
46881,bothering,UNT
16833,'another fucking pittsburgh nazi philly antifa naming names glorious',TIN
35133,'funny labeled sensitive media yet people post porn twitter time unfiltered',TIN
65372,'shat pants faced antifa',TIN
25729,'crook trumptime',UNT
81553,'gun control measures fast furious directed ffl dealers violate law allow straw purchases knowingly allowed firearms sold criminal organizations',TIN
76643,'remember much making fun conservatives thinking puppets gay people upset gay pbs needs put documentary teaching people puppets made',TIN
85971,'man hope die florence hits heard going great time',UNT
29157,'dont know antifa pretty dumb',TIN
38181,'mad bc hot fuck',TIN
81472,'never pants forever throwing people eyebrow pinched nose ass',TIN
14424,'conservatives republicans traitors america',TIN
23522,'almost almost bad obama',TIN
20506,'think trumper supporters hide support trump take life hands go w trump maga hat never like america remember could political beliefs still civil amp cordial upsetting',TIN
49479,'could kiss ass complete disgrace senator votehimout voteblue votethemout blackmail',TIN
80858,'uses rehab place escape trouble makes jokes situation jail assaulting police officer threatening kill classless leave boring carole',TIN
99581,'think afraid pigs colour',TIN
23969,'girl lied upbringing every time opens mouth shows foolish yet still superstar left',TIN
32748,'true stupid well',UNT
43949,'rates claim safe act nation toughest gun control law mostly false',TIN
50878,asshole,TIN
57128,'guy even white romanian gypsy',TIN
27002,'better worse darling brat antifa bashing people head love see mug shots look like meth heads',TIN
17890,'flake perfect name weirdo',TIN
94541,'also shitbiscuit stole tempe girls u blame',TIN
59539,'every conner coz anti pakistani able attack future generation rights',UNT
67281,'much ass tho',UNT
98345,'darcy dorsey sure anyone expecting balanced platform owner satanist',TIN
93124,'bernie telling whole truth walkawayfromdemocratsnow',UNT
53785,'phooey stepping forward helping wield crude sharp axe uk poor vulnerable total hypocrite fraud stupid affected style hat',TIN
85147,'point clearly ignorant nature sexual assault',TIN
